0,4317.9
1,4745.3
2,5360.1
3,5919.4
4,7693.3
5,8059.9
6,9036.4
7,11234.0
8,16037.0
9,2992.8
10,3359.5
11,4557.3
12,5442.9
13,6001.3
14,6917.1
15,7996.0
16,9114.0
17,35569.0
18,45020.0
19,57450.0
20,79158.0
21,4312.2
22,5356.4
23,6552.8
24,8155.1
25,12289.0
26,16444.0
27,22124.0
28,21648.0
29,12359.0
30,12484.0
31,16465.0
32,21666.0
33,12356.0
34,12480.0
35,16496.0
36,21667.0
37,3527.9
38,3578.8
39,3584.3
40,3720.6
41,3500.6
42,3720.6
43,4414.4
44,4418.6
45,4591.0
46,4414.4
47,5417.5
48,5420.0
49,5372.4
50,5417.5
51,6561.8
52,6561.8
53,6499.2
54,6561.8
55,7976.8
56,7983.8
57,8637.2
58,8051.8
59,9040.4
60,9040.4
61,9040.4
62,9040.4
63,12452.0
64,16283.0
65,21307.0
66,12461.0
67,16346.0
68,21517.0
69,4997.7
70,7683.1
71,3837.9
72,3556.5
73,4702.5
74,6176.6
75,7496.1
76,8946.7
77,4448.0
78,5470.2
79,4760.9
80,6275.5
81,7671.2
82,9028.2
83,8150.9
84,12461.0
85,16339.0
86,21542.0
87,3828.0
88,4869.9
89,6244.8
90,7675.6
91,8871.9
92,3682.5
93,4343.0
94,5522.6
95,6530.3
96,7874.9
97,3619.6
98,5086.7
99,4002.2
100,6516.0
101,8978.2
102,3749.5
103,4592.2
104,3606.5
105,3602.3
106,3686.5
107,3661.6
108,3576.5
109,4807.7
110,6940.8
111,16427.0
112,3817.2
113,4448.0
114,5470.2
115,6275.5
116,7671.2
117,9028.2
118,21519.0
119,1536.4
120,2299.2
121,4407.8
122,6508.3
123,7655.5
124,9060.2
125,12502.0
126,22060.0
127,10460.0
128,11946.0
129,12778.0
130,15601.0
131,17064.0
132,21635.0
133,21684.0
134,3586.0
135,4371.1
136,5477.6
137,6459.2
138,8020.1
139,3629.9
140,4293.6
141,5469.8
142,6471.2
143,7872.6
144,3558.8
145,4672.6
146,6173.9
147,7492.6
148,8874.0
149,3490.2
150,4361.0
151,5475.5
152,3590.0
153,4372.2
154,5479.4
155,3556.5
156,4702.5
157,6175.6
158,7490.0
159,8946.7
160,12358.0
161,16458.0
162,21603.0
163,4179.7
164,4617.3
165,4860.3
166,5188.5
167,5717.2
168,6045.0
169,6451.8
170,6959.5
171,7531.0
172,8157.8
173,8557.1
174,9140.9
175,3652.7
176,4572.6
177,5370.9
178,6466.4
179,8553.8
180,4260.0
181,4442.7
182,4633.3
183,4847.3
184,5060.8
185,5259.3
186,5495.0
187,5762.9
188,6007.1
189,6230.8
190,6498.4
191,6781.6
192,7073.5
193,7359.5
194,7680.4
195,7966.2
196,8246.8
197,8564.8
198,9070.4
199,21571.0
200,9866.8
201,10545.0
202,12471.0
203,13924.0
204,15396.0
205,2227.2
206,2370.7
207,2708.6
208,3353.7
209,3921.9
210,4325.6
211,4771.5
212,5308.6
213,5892.5
214,6245.1
215,7657.6
216,8059.5
217,1596.7
218,2794.2
219,12530.0
220,16294.0
221,21574.0
222,10242.0
223,12517.0
224,16347.0
225,21577.0
226,3592.9
227,3566.7
228,4750.8
229,4742.1
230,6818.6
231,6821.4
232,4318.9
233,4746.9
234,5361.0
235,5921.1
236,6311.4
237,7692.4
238,8057.0
239,9033.1
240,11534.0
241,4941.4
242,7450.5
243,33682.0
244,46179.0
245,120730.0
246,221940.0
247,12405.0
248,10540.0
249,11448.0
250,12802.0
251,16180.0
252,17020.0
253,15544.0
254,21538.0
255,10217.0
256,12527.0
257,16433.0
258,21503.0
259,6442.7
260,8826.2
261,10315.0
262,12502.0
263,16360.0
264,22060.0
265,10207.0
266,12574.0
267,16193.0
268,21524.0
269,1398.5
270,1698.9
271,2199.3
272,2699.4
273,2799.6
274,5500.2
275,4445.8
276,5501.3
277,3648.2
278,4774.5
279,6289.9
280,7502.1
281,8842.4
282,7960.5
283,9096.3
284,6505.4
285,3628.0
286,4755.3
287,6501.2
288,7723.0
289,9710.5
290,5375.8
291,6493.8
292,3856.6
293,4820.0
294,6423.0
295,7806.7
296,9158.5
297,9866.8
298,10474.0
299,12517.0
300,16340.0
301,21468.0
302,11816.0
303,12881.0
304,15558.0
305,17089.0
306,6717.5
307,9009.0
308,11495.0
309,14929.0
310,19926.0
311,14035.0
312,15857.0
313,4798.2
314,6218.4
315,7727.0
316,8908.2
317,9775.1
318,8176.7
319,9213.2
320,11909.0
321,7120.2
322,4496191.778981589
323,8543544.971510125
324,237589.0
325,719852.0
326,1564270.0
327,715415.0
328,1020070.0
329,1653560.0
330,2504290.0
331,3513680.0
332,5078440.0
333,4849.11
334,6201.19
335,7534.96
336,8674.18
337,9627.77
338,5857.33
339,6453.4
340,6566.59
341,6655.87
342,6766.01
343,12836.6
344,13010.4
345,13193.5
346,16450.0
347,3540.17
